HOLC_grade,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min,MODIS_TSK_Day,MODIS_TSK_Night
A,82.4397125244141,56.0867614746094,25.4955688476563,19.6636901855469,34.6947875976563,17.9851928710938,19.185525894165,17.6276969909668,23.6228179931641,18.3255023956299,27.06846353020971,17.226600338353
A,81.2328872680664,54.0784187316895,25.9607788085938,20.0221496582031,35.0909362792969,18.0439392089844,19.3956985473633,17.8168525695801,23.8143882751465,18.5992164611816,29.870290846504677,18.2186190669178
A,81.2328872680664,54.0784187316895,25.9607788085938,20.0221496582031,35.0909362792969,18.0439392089844,19.3956985473633,17.8168525695801,23.8143882751465,18.5992164611816,26.726101380556127,17.318227856267335
A,82.3566934145414,69.62270230513353,23.405682842548128,20.227515352689316,25.328814932016225,19.733368858924305,19.25830837396474,18.101706834939836,22.747696766486555,18.757223055912863,26.547212669353023,18.443123019791376
A,81.2328872680664,54.0784187316895,25.9607788085938,20.0221496582031,35.0909362792969,18.0439392089844,19.3956985473633,17.8168525695801,23.8143882751465,18.5992164611816,28.936285301348807,18.208586081762427
A,82.9025421142578,77.1727828979492,22.1646362304688,20.3272644042969,20.5872131347656,20.5539489746094,19.1915760040283,18.2400646209717,22.2295894622803,18.8339691162109,26.676666666666733,17.761666666666713
A,81.54372660319012,55.60917027791341,25.69581502278649,20.144128417968744,34.53964640299478,18.224237060546898,19.415513568454354,17.967192755805154,23.71061494615344,18.72547806633839,29.313255133850223,18.48474715444099
A,82.1841959476471,65.22324489355086,24.11913919448856,20.24339075088502,28.389965820312465,19.265343093872094,19.32144293785096,18.11001752018932,23.0505239903927,18.793008643388703,26.944741253476344,18.370995236280688
A,81.6325378417969,56.0465278625488,25.6201110839844,20.1789794921875,34.3821350097656,18.2757507324219,19.4211750030518,18.0101470947266,23.680965423584,18.7615528106689,30.511119107609915,18.2906811772818
A,81.6325378417969,56.0465278625488,25.6201110839844,20.1789794921875,34.3821350097656,18.2757507324219,19.4211750030518,18.0101470947266,23.680965423584,18.7615528106689,30.093423004085924,18.546814256749144
A,81.6325378417969,56.0465278625488,25.6201110839844,20.1789794921875,34.3821350097656,18.2757507324219,19.4211750030518,18.0101470947266,23.680965423584,18.7615528106689,30.774658767256778,18.701540987173573
A,82.4397125244141,56.0867614746094,25.4955688476563,19.6636901855469,34.6947875976563,17.9851928710938,19.185525894165,17.6276969909668,23.6228179931641,18.3255023956299,28.21864359889023,16.71625342845812
A,82.8784449570844,77.80552019391739,22.017398880939076,20.400442650204592,20.73377930517913,20.48183323866654,19.179308080348857,18.33933723864913,22.248686991581348,18.878402696985813,27.221105617865785,17.954511679378072
A,81.6325378417969,56.0465278625488,25.6201110839844,20.1789794921875,34.3821350097656,18.2757507324219,19.4211750030518,18.0101470947266,23.680965423584,18.7615528106689,32.291451086480755,18.789336251088844
A,81.6325378417969,56.0465278625488,25.6201110839844,20.1789794921875,34.3821350097656,18.2757507324219,19.4211750030518,18.0101470947266,23.680965423584,18.7615528106689,31.194007227543548,18.7357115156352
A,82.7590793918919,75.72087488947686,22.362560870196347,20.37922511745141,22.041375732421898,20.270476965002093,19.20248041926206,18.307798798019824,22.385908075281137,18.867207759135507,28.875990092319327,18.24855844897357
A,82.5803908227195,77.47928705349771,21.85728424502088,20.2044668278224,19.898370791153205,19.85302854726011,18.981989927694848,18.115920751867165,22.027919715559005,18.66760495682841,26.633262854036243,18.022423364474214
A,81.52362273169341,55.87456403013135,25.65951878281888,20.070429967661354,33.47444868244114,18.16318589507561,19.427331815000446,17.897264371152765,23.65176754310482,18.650487931048293,33.42737851035002,18.894691951119917
A,82.0003509521484,76.326789855957,21.6541076660156,19.8382507324219,18.7076049804688,18.6400390625,18.6250629425049,17.6964797973633,21.6580581665039,18.2767715454102,26.785590069560875,18.12345097654397
A,80.0865249633789,47.2169799804688,27.700830078125,20.2676635742188,36.1822143554688,18.297998046875,19.6186103820801,17.9133415222168,24.533561706543,18.7281303405762,36.68488163864777,19.068227411964504
A,80.0865249633789,47.2169799804688,27.700830078125,20.2676635742188,36.1822143554688,18.297998046875,19.6186103820801,17.9133415222168,24.533561706543,18.7281303405762,35.881452312244,18.920836255982536
A,80.29979315036687,49.28744562660778,27.2062063821932,20.300611393626127,36.005834663205086,18.253496718988213,19.6301203471858,17.975135012370828,24.36826743149181,18.78623715842647,35.305474349817246,19.212379819175293
A,80.65576171875,50.3798027038574,26.7622314453125,19.9759460449219,35.8757873535156,17.9487548828125,19.434549331665,17.705078125,24.1509552001953,18.5073699951172,31.32995532084918,17.960250398225543
A,82.7334594726562,77.6460571289062,22.3969970703125,20.6084533691406,21.0327392578125,20.9908386230469,19.5112934112549,18.5374908447266,22.5208415985107,19.0890483856201,31.234365245651272,18.139577606436493
A,79.1600494384766,44.9356002807617,28.4108520507813,20.4163757324219,36.4695068359375,18.3525329589844,19.632303237915,17.9263973236084,24.8558864593506,18.788782119751,36.091545119708506,19.684215417207792
A,79.1600494384766,44.9356002807617,28.4108520507813,20.4163757324219,36.4695068359375,18.3525329589844,19.632303237915,17.9263973236084,24.8558864593506,18.788782119751,36.316898021786834,19.78470606307011
A,79.05995368957524,45.012098598480215,28.41897506713871,20.43341140747072,36.458032989501945,18.3817565917969,19.638966703414884,17.93370537757874,24.870948886871343,18.79456882476808,35.45592925945338,19.84335349212717
A,82.7334594726562,77.6460571289062,22.3969970703125,20.6084533691406,21.0327392578125,20.9908386230469,19.5112934112549,18.5374908447266,22.5208415985107,19.0890483856201,31.344638141025666,19.2957822649573
A,79.2180927821568,46.53937312534877,28.29051252092632,20.4693542480469,36.313766915457606,18.5405517578125,19.94428716387064,18.010738917759515,24.95881516592843,18.847312927246087,36.416669761698266,20.28967865944988
A,79.1557585081903,46.22135535192707,28.38321651959309,20.47113282907066,36.45493724702171,18.54639566689056,19.941257450914996,18.00723563492031,25.00407596950615,18.844295691580808,37.06871094414435,20.34098677171002
A,79.3378829956055,47.150520324707,28.1123596191406,20.4659362792969,36.0424743652344,18.5293212890625,19.9501094818115,18.0174713134766,24.8718357086182,18.8531112670898,36.71715801036369,20.35324099977827
A,80.97701324522495,52.43860264122488,26.316110348701507,20.001664853096013,35.43890736103059,18.001738345623032,19.41292340680956,17.76729632169009,23.963608376681805,18.558495469391328,26.568518821646236,17.641094057222247
A,80.85822871473971,51.67734996608048,26.481066094070208,19.99215518138449,35.60044615698643,17.982147416912156,19.42091971225424,17.744290799000236,24.032880901899496,18.53959154222833,27.774176720531692,16.777035300567217
A,81.0395502090454,52.83938236236574,26.229265441894565,20.00667144775389,35.35386138916016,18.012052459716813,19.408713560104367,17.779408130645766,23.927138195037845,18.568447895050028,29.827059208082325,17.335010372993594
A,81.2328872680664,54.0784187316895,25.9607788085938,20.0221496582031,35.0909362792969,18.0439392089844,19.3956985473633,17.8168525695801,23.8143882751465,18.5992164611816,26.9971777638692,17.058556055481414
A,81.2328872680664,54.0784187316895,25.9607788085938,20.0221496582031,35.0909362792969,18.0439392089844,19.3956985473633,17.8168525695801,23.8143882751465,18.5992164611816,29.33333938604635,17.77034136257004
A,81.2328872680664,54.0784187316895,25.9607788085938,20.0221496582031,35.0909362792969,18.0439392089844,19.3956985473633,17.8168525695801,23.8143882751465,18.5992164611816,27.24185358696128,17.013274974481842
B,82.4397125244141,56.0867614746094,25.4955688476563,19.6636901855469,34.6947875976563,17.9851928710938,19.185525894165,17.6276969909668,23.6228179931641,18.3255023956299,28.049118722074446,16.88068425567436
B,80.65576171875,50.3798027038574,26.7622314453125,19.9759460449219,35.8757873535156,17.9487548828125,19.434549331665,17.705078125,24.1509552001953,18.5073699951172,32.0677146085793,19.06750353163989
B,79.00766455608867,46.11097435329268,28.326984438688903,20.532603918987817,36.56695609714674,18.591425887398145,19.817914713983992,18.035567242166305,24.904000074967115,18.88593018573262,36.71430755320056,19.778305874796423
B,78.36676761220555,44.20471760706247,28.819804637928332,20.485458854249284,36.72197999905818,18.522515249494376,19.74083540282271,17.9172027510435,25.097600317243437,18.783021113594177,35.985832425438424,19.49343836321534
