Community,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min
NORWOOD PARK,73.10576759867925,41.326470075474944,30.44399519971837,21.20135881674011,36.92246122777002,19.066666308405463,20.30497276384606,17.88805091387197,25.31730041601968,18.941060570763412
ROSELAND,73.7536140847408,42.88636364761883,30.468097106129772,21.31511514256392,37.02277521831412,19.30430080955701,20.49627248319048,18.108389493775423,25.38257824331662,19.11623234627729
SOUTH DEERING,73.67041831531996,43.22350016537961,30.36948261211281,21.392789773773032,36.60213695579014,19.3806824901163,20.56127816196975,18.13369034821133,25.43950696221657,19.188735874628915
ASHBURN,73.57215749071675,41.984836035948845,30.529310117512527,21.29105770900304,36.944317916717424,19.309666095224983,20.540044771229525,18.05604398885884,25.45484524026205,19.07909055607301
AUBURN GRESHAM,73.72702748674043,41.9330030791428,30.60012123496079,21.284915267367804,36.92390729092087,19.27390502275936,20.529572826522813,18.076784452275483,25.386308097442097,19.088449670529982
BRIDGEPORT,74.61467828421758,42.707702669604046,29.7307227693755,21.137174948330607,36.58847218217518,19.25868982775463,20.299438620435783,18.05289269726852,25.249639860514883,19.02537943988009
AVONDALE,73.4802687823058,42.43108405391534,30.214584878674263,21.205719269513448,37.0194220559792,19.15808396178749,20.333492738733582,17.962992289623244,25.28294070498186,18.981333322486872
ARCHER HEIGHTS,72.9010009765625,41.3054389953613,30.6907897949219,21.4102722167969,36.9775329589844,19.3274475097656,20.480001449585,18.04931640625,25.5633869171143,19.1230163574219
MOUNT GREENWOOD,73.380485534668,42.6880149841309,30.5169921875,21.3423400878906,37.0443359375,19.4096923828125,20.6736164093018,18.03466796875,25.5829105377197,19.1106700897217
HYDE PARK,75.56607986727629,43.486409371115926,29.7719667302912,21.139710094105112,36.71834326171879,20.148811745383505,20.178582608309668,18.184436873002493,25.379567521528767,19.03400124428492
LOOP,74.7123489379883,42.8094787597656,29.664453125,21.1193786621094,36.5260559082031,19.2552124023438,20.2847957611084,18.04931640625,25.2312622070312,19.0176315307617
PULLMAN,73.65876922607423,43.07369327139344,30.418645136407108,21.374986689141465,36.758571024144,19.35214402219085,20.540284043170036,18.126300077235463,25.42350671646442,19.168237312803868
KENWOOD,76.01747586192535,43.778806603296886,29.609160527260705,21.086568146887043,36.61713407964437,20.34006430679628,20.11126103335309,18.196788277053425,25.365923641338604,19.009477120783608
WOODLAWN,73.65377413343741,42.1644057373957,30.432357659642268,21.353253934735218,37.10464504528503,19.26806059539093,20.466288629083746,18.1213906907502,25.43058783562184,19.134909886404397
LINCOLN SQUARE,74.02527971030132,42.34748138482038,29.823038140565043,21.08208665678089,36.58327511824744,19.11388443916295,20.245267811194875,17.930477510567677,25.23748015593804,18.915823054907577
NORTH PARK,73.27081793998701,41.70717480910096,30.184325894687092,21.187733865835472,36.94962659832448,19.065249372748028,20.288903091740167,17.917181231988202,25.25757889352357,18.94279012646415
WEST ENGLEWOOD,73.67823206749158,41.85119545054622,30.6091709404516,21.289734623730457,36.96082601926503,19.27969774975783,20.52801322178485,18.07441177009588,25.39491684541957,19.088387857548824
RIVERDALE,73.96739662128533,43.43551750293962,30.36783159728356,21.31334025919112,36.84251910398423,19.356383396403658,20.58305723112091,18.105284838357758,25.45195485608673,19.14948089730174
WEST LAWN,73.30912273684339,41.40192786667982,30.625283110654497,21.3418361819194,37.06297057245818,19.32848043743085,20.564637790762703,18.043239021373857,25.591023202989817,19.098611402566032
IRVING PARK,73.21381804875537,42.29898354289164,30.32308160675788,21.245255153852185,37.21121390023489,19.155581187901703,20.34179244987113,17.963086035169095,25.29029918242353,18.993530945912948
AUSTIN,73.01932923962373,41.76327972099033,30.450174244004096,21.295825750177585,37.16109839738021,19.17573638299503,20.341518874421272,17.962221520115637,25.40722210810641,19.020126058597786
BURNSIDE,73.6508178710938,42.1614074707031,30.4334350585938,21.3535705566406,37.105126953125,19.2667785644531,20.4666271209717,18.1212844848633,25.4307327270508,19.1351013183594
