Community,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min
NORWOOD PARK,78.90375689038277,46.44554747456456,28.11728551712625,20.42691811215906,36.53430721802697,18.39010260025456,19.57361154335634,17.919637300054948,24.740775657496904,18.757400437676164
ROSELAND,78.8850631713867,48.8570404052734,27.8171325683594,20.6146179199219,36.3702941894531,18.7650695800781,20.055196762085,18.1095027923584,24.8416213989258,18.9527416229248
SOUTH DEERING,78.92119109989711,49.13866741928405,27.763516577970464,20.61889224506252,36.22048278445936,18.820213902104705,20.0919873380666,18.11298399787744,24.816119504101653,18.96120017906752
ASHBURN,78.49570880558755,46.98781031820977,28.28743478172681,20.648198079408164,36.60318921120021,18.754897333384413,19.99779105635887,18.07200162211548,24.981963789515746,18.94113905029793
AUBURN GRESHAM,78.9526619609003,49.13481817611515,27.74761859198053,20.610192181020604,36.32533935437913,18.74442217303896,20.04115036632718,18.11083366997857,24.81173715361597,18.95383150781133
BRIDGEPORT,79.91316230543725,52.16353630608522,26.976070746060117,20.5161478897621,35.8292254875446,18.550496640698665,19.893820351567783,18.12779179934801,24.462606501990347,18.9492499705019
AVONDALE,79.0142974853516,49.0894393920898,27.5204711914063,20.5650268554688,36.3261657714844,18.5033508300781,19.698221206665,18.06396484375,24.565502166748,18.9023418426514
ARCHER HEIGHTS,78.5824661254883,47.9121208190918,27.9361511230469,20.636376953125,36.3857360839844,18.6505981445313,19.9214496612549,18.084981918335,24.8166179656982,18.9320106506348
MOUNT GREENWOOD,78.1811828613281,45.9519309997559,28.6695190429688,20.6562133789063,36.6594482421875,18.8010498046875,20.0774879455566,18.0257511138916,25.1493721008301,18.9203605651855
HYDE PARK,79.4708633422852,51.3562049865723,27.1887756347656,20.5727172851563,36.0150085449219,18.6165710449219,19.9708099365234,18.1314754486084,24.5839881896973,18.9624443054199
LOOP,81.1199645996094,57.4111671447754,25.8889404296875,20.4091430664063,34.5678649902344,18.6560607910156,19.8077659606934,18.172872543335,24.055944442749,18.942554473877
PULLMAN,78.8850631713867,48.8570404052734,27.8171325683594,20.6146179199219,36.3702941894531,18.7650695800781,20.055196762085,18.1095027923584,24.8416213989258,18.9527416229248
KENWOOD,79.4708633422852,51.3562049865723,27.1887756347656,20.5727172851563,36.0150085449219,18.6165710449219,19.9708099365234,18.1314754486084,24.5839881896973,18.9624443054199
WOODLAWN,79.47397271279779,51.38443331954707,27.183893212474377,20.57297456281014,35.99943550772407,18.61949426145968,19.970605670357827,18.132084513701333,24.58226765554896,18.962776667778304
LINCOLN SQUARE,80.17572721976829,53.19711975016202,26.5417279335104,20.436405825360385,35.24366101030779,18.469361578781847,19.68022334618078,18.081722675269184,24.210839967286475,18.88817438451419
NORTH PARK,79.834166400647,50.15033610241336,27.141367626694823,20.408260196100457,36.030877416432446,18.38873552594869,19.624247783916584,18.01393353329344,24.39844220529787,18.83155250717516
WEST ENGLEWOOD,79.3326479731827,50.75496687651201,27.336343681682973,20.58261411588264,36.11132678778727,18.629641505177293,19.970995594777637,18.124174068393007,24.632947872103973,18.9584069655412
RIVERDALE,78.75728749566822,47.40922131783199,28.23172757398476,20.602292917588496,36.52935578762278,18.8594845420436,20.126562994297103,18.066401264534328,24.961340733331987,18.93177711097586
WEST LAWN,78.3992919921875,46.6220893859863,28.3676696777344,20.6494384765625,36.8047424316406,18.7265563964844,19.9809989929199,18.0747928619385,24.9777717590332,18.9319190979004
IRVING PARK,79.0142974853516,49.0894393920898,27.5204711914063,20.5650268554688,36.3261657714844,18.5033508300781,19.698221206665,18.06396484375,24.565502166748,18.9023418426514
AUSTIN,78.7001596604935,47.53495669545547,27.94968486940021,20.58054013107765,36.62093101270273,18.574509470390552,19.76160542591652,18.04685249051662,24.80964907793084,18.893462425831625
BURNSIDE,78.8850631713867,48.8570404052734,27.8171325683594,20.6146179199219,36.3702941894531,18.7650695800781,20.055196762085,18.1095027923584,24.8416213989258,18.9527416229248
EAST SIDE,79.75880783588917,55.02843572296282,26.55787361133479,20.653115059856933,33.89724662422957,19.152935936447346,20.036100491453038,18.253897212457023,24.40208812632825,19.04436765892964
WEST RIDGE,80.99355991042326,55.45806681218865,26.00484549848113,20.346253729092133,34.69981583782041,18.457502687394705,19.607050479755397,18.0918247562145,24.00619891192854,18.85821642555373
MONTCLARE,78.4508438110352,45.5515937805176,28.3662963867188,20.5307861328125,36.6535888671875,18.5005126953125,19.6294364929199,17.96875,24.854829788208,18.8195114135742
LOWER WEST SIDE,79.82417623795087,51.66280864127236,27.075170020166645,20.522268937202508,35.95042774362484,18.53203085991691,19.89553163063469,18.122407470860832,24.49541299296574,18.948648581959247
WEST ELSDON,78.53543740195353,47.58091394765512,28.046940602122515,20.63973041119037,36.49331313827776,18.670099913514264,19.93673855060346,18.082365946812622,24.85799311543556,18.931987145087607
NORTH CENTER,79.16499740650838,49.623805442835135,27.393817547359586,20.54837889687033,36.18527653146656,18.499220739839878,19.69634230286044,18.066343948163254,24.51947195260372,18.900576644880736
WEST TOWN,79.98559155131493,52.71893010693922,26.75014151639716,20.46325385515083,35.36027562341027,18.5143946448038,19.74746883303618,18.089376236671637,24.267288491892227,18.900790281073984
SOUTH SHORE,80.3073864040953,59.23795338977469,25.837749157529867,20.65133085539852,31.5946312644265,19.462865355520552,19.921295908003117,18.305058339147863,24.1118729995959,19.05826266100912
GRAND BOULEVARD,79.4708633422852,51.3562049865723,27.1887756347656,20.5727172851563,36.0150085449219,18.6165710449219,19.9708099365234,18.1314754486084,24.5839881896973,18.9624443054199
CHATHAM,78.8850631713867,48.8570404052734,27.8171325683594,20.6146179199219,36.3702941894531,18.7650695800781,20.055196762085,18.1095027923584,24.8416213989258,18.9527416229248
WEST PULLMAN,78.6711478076172,47.105385964355456,28.327165361328127,20.613714599609427,36.57248095703127,18.82931526367188,20.115221050415077,18.066854221191395,25.00003430847168,18.93446031311035
HEGEWISCH,79.13600119094765,49.50057205382441,27.74247234398325,20.57726637915861,36.10614952062556,18.931167082315422,20.13255761443728,18.09431387769804,24.78537270321262,18.93944860203648
NEAR WEST SIDE,80.57104584683448,54.906960807792665,26.300252063633305,20.40849010585434,34.825123901975736,18.530207150764543,19.786884271349773,18.11030107347941,24.10693254746562,18.90546249054959
UPTOWN,80.7040183226113,55.847497518478136,26.00149867755185,20.4029751875152,34.11417507331353,18.592389058648926,19.660233468833,18.112326931233763,24.00634110031948,18.894826697746023
ENGLEWOOD,79.4708633422852,51.3562049865723,27.1887756347656,20.5727172851563,36.0150085449219,18.6165710449219,19.9708099365234,18.1314754486084,24.5839881896973,18.9624443054199
PORTAGE PARK,78.98725818546343,48.919663467626414,27.561061078652617,20.563383694352822,36.34187831659429,18.50321463223159,19.694920331034137,18.05939562567349,24.57938656697324,18.898366934129587
EDGEWATER,80.5555572509766,54.5404815673828,26.2216430664063,20.3943420410156,34.8896423339844,18.4582458496094,19.674337387085,18.0875301361084,24.0948524475098,18.8835411071777
WASHINGTON PARK,79.4708633422852,51.3562049865723,27.1887756347656,20.5727172851563,36.0150085449219,18.6165710449219,19.9708099365234,18.1314754486084,24.5839881896973,18.9624443054199
CHICAGO LAWN,78.3992919921875,46.6220893859863,28.3676696777344,20.6494384765625,36.8047424316406,18.7265563964844,19.9809989929199,18.0747928619385,24.9777717590332,18.9319190979004
EAST GARFIELD PARK,80.0559997958038,52.94694492413317,26.73702300262006,20.46099653260664,35.27078187064838,18.554674526034905,19.805859459771053,18.0976940618829,24.293246922207256,18.909541441299936
SOUTH LAWNDALE,79.1278582735165,49.54646220530732,27.56003411817226,20.586215296982544,36.20114664173407,18.596756149487074,19.91049809723128,18.101338980120577,24.67627863522942,18.93948548709869
AVALON PARK,78.91346896577367,48.98626647731427,27.78474527813304,20.61286959754477,36.35020668104647,18.75826576634455,20.05134195605101,18.110870024436927,24.82859608788879,18.953503764388174
NEAR NORTH SIDE,81.24418348571477,62.738753861959566,24.784408996382243,20.304487964486555,29.787120428257023,18.799736874544497,19.539714704753923,18.082393465963023,23.421854168225423,18.80854567841501
JEFFERSON PARK,79.60488084844641,49.18385005825739,27.37383514168645,20.42086978455769,36.23333710188115,18.38765358059565,19.61734019191112,17.998337533943445,24.47976729124208,18.821797157346555
CLEARING,78.27481825116895,45.65292428464303,28.651785351432512,20.610983891051312,36.92184382170414,18.752646082528656,20.021205377451786,18.034586477406616,25.1508394290413,18.88409325329735
FULLER PARK,79.4708633422852,51.3562049865723,27.1887756347656,20.5727172851563,36.0150085449219,18.6165710449219,19.9708099365234,18.1314754486084,24.5839881896973,18.9624443054199
LOGAN SQUARE,79.14790541844341,49.58869988340764,27.414507241574928,20.551027305081817,36.1933011830964,18.50486997995316,19.7049955439123,18.06746034918365,24.52448090026093,18.902128415078145
HERMOSA,79.0142974853516,49.0894393920898,27.5204711914063,20.5650268554688,36.3261657714844,18.5033508300781,19.698221206665,18.06396484375,24.565502166748,18.9023418426514
NORTH LAWNDALE,79.24506700505091,50.01601496755077,27.433615649345885,20.56202599935692,36.00757015164339,18.60039483182262,19.87613914332578,18.09393006929474,24.60909067985064,18.92831140856505
BELMONT CRAGIN,78.93808542131055,48.61091466395894,27.634876486625878,20.56039549664225,36.370452624291815,18.502966947394626,19.688917469289706,18.05108619888476,24.604636271680967,18.891138298769928
ALBANY PARK,79.37699682146547,49.67471791992927,27.333098524009145,20.49983543484012,36.165967645511984,18.458361064121075,19.66935987767842,18.04577706434832,24.48634411685016,18.874858834197784
