HOLC_grade,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min,MODIS_TSK_Day,MODIS_TSK_Night
A,82.0459572963226,72.66506389471203,21.87767670460234,19.20510449531756,20.296974240816603,18.091586929712545,18.29310423288588,17.146004903010834,21.69433274635902,17.743084699679613,27.06846353020971,17.226600338353
A,83.0841827392578,77.1741790771484,22.1088195800781,20.2748962402344,20.5872131347656,20.5539489746094,19.1769275665283,18.2120418548584,22.2445526123047,18.8328742980957,29.870290846504677,18.2186190669178
A,83.0841827392578,77.1741790771484,22.1088195800781,20.2748962402344,20.5872131347656,20.5539489746094,19.1769275665283,18.2120418548584,22.2445526123047,18.8328742980957,26.726101380556127,17.318227856267335
A,83.0841827392578,77.1741790771484,22.1088195800781,20.2748962402344,20.5872131347656,20.5539489746094,19.1769275665283,18.2120418548584,22.2445526123047,18.8328742980957,26.547212669353023,18.443123019791376
A,83.0841827392578,77.1741790771484,22.1088195800781,20.2748962402344,20.5872131347656,20.5539489746094,19.1769275665283,18.2120418548584,22.2445526123047,18.8328742980957,28.936285301348807,18.208586081762427
A,83.0841827392578,77.1741790771484,22.1088195800781,20.2748962402344,20.5872131347656,20.5539489746094,19.1769275665283,18.2120418548584,22.2445526123047,18.8328742980957,26.676666666666733,17.761666666666713
A,81.29437847137453,58.038447168138326,25.55853135850696,20.184120432535817,32.20762125651045,18.74364556206596,19.385311190287243,17.960232634014563,23.696201652950734,18.7110985279083,29.313255133850223,18.48474715444099
A,82.07033255100252,64.41746720075605,24.33986911773681,20.2096304893494,28.785064411163344,19.24970417022704,19.327147972583763,18.063442951440788,23.21839818358421,18.769231128692606,26.944741253476344,18.370995236280688
A,81.17009346385422,54.13073934982942,26.170610133414066,20.159192497920664,35.1875576004783,18.24291637116056,19.44306984237844,17.934730254198637,24.00086633515448,18.70982276713437,30.511119107609915,18.2906811772818
A,81.2917404174805,54.6208763122559,26.0532165527344,20.1595092773438,35.0806518554688,18.2481018066406,19.4425106048584,17.9493255615234,23.9662685394287,18.7203559875488,30.093423004085924,18.546814256749144
A,81.2917404174805,54.6208763122559,26.0532165527344,20.1595092773438,35.0806518554688,18.2481018066406,19.4425106048584,17.9493255615234,23.9662685394287,18.7203559875488,30.774658767256778,18.701540987173573
A,82.5337371826172,57.0568199157715,25.3322082519531,19.6250854492188,34.2895446777344,18.0246826171875,19.0562381744385,17.5929851531982,23.5813941955566,18.3140277862549,28.21864359889023,16.71625342845812
