HOLC_grade,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min,MODIS_TSK_Day,MODIS_TSK_Night
A,82.8680191040039,56.9462127685547,25.2634826660156,19.4836059570313,33.94130859375,17.8288818359375,19.1129207611084,17.5146484375,23.44407081604,18.217830657959,27.06846353020971,17.226600338353
A,81.7726898193359,54.7918853759766,25.8085876464844,19.8840270996094,34.7596069335938,18.0173583984375,19.3679943084717,17.7595329284668,23.6238670349121,18.5191020965576,29.870290846504677,18.2186190669178
A,81.7726898193359,54.7918853759766,25.8085876464844,19.8840270996094,34.7596069335938,18.0173583984375,19.3679943084717,17.7595329284668,23.6238670349121,18.5191020965576,26.726101380556127,17.318227856267335
A,82.0235377091628,56.03256797790527,25.57768988976116,19.98640183668873,34.391250962477464,18.146518179086534,19.386855785663343,17.878703520848212,23.56097019635712,18.63262657018808,26.547212669353023,18.443123019791376
A,81.7726898193359,54.7918853759766,25.8085876464844,19.8840270996094,34.7596069335938,18.0173583984375,19.3679943084717,17.7595329284668,23.6238670349121,18.5191020965576,28.936285301348807,18.208586081762427
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,26.676666666666733,17.761666666666713
A,82.06255849202475,56.2255630493164,25.541772460937548,20.00232679578996,34.333951144748255,18.16660970052084,19.389789793226488,17.89724116855199,23.551186243693017,18.650285932752823,29.313255133850223,18.48474715444099
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,26.944741253476344,18.370995236280688
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,30.511119107609915,18.2906811772818
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,30.093423004085924,18.546814256749144
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,30.774658767256778,18.701540987173573
A,82.8680191040039,56.9462127685547,25.2634826660156,19.4836059570313,33.94130859375,17.8288818359375,19.1129207611084,17.5146484375,23.44407081604,18.217830657959,28.21864359889023,16.71625342845812
A,83.15875944799305,78.1568165993204,21.98206284711148,20.317644101097496,20.73146910375481,20.480928506656547,19.21540283670235,18.312263994800823,22.12377216053658,18.870477144409968,27.221105617865785,17.954511679378072
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,32.291451086480755,18.789336251088844
A,82.145378112793,56.6351852416992,25.4655395507813,20.0361267089844,34.2123352050781,18.2092529296875,19.396017074585,17.9365863800049,23.5304203033447,18.6877670288086,31.194007227543548,18.7357115156352
