HOLC_grade,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min,MODIS_TSK_Day,MODIS_TSK_Night
A,81.82018277583984,72.48034260823172,21.88826395670573,19.233995251777845,20.311419423421267,18.11270929972332,18.31208971219186,17.11359585859833,21.58068705216432,17.763026812137678,27.06846353020971,17.226600338353
A,79.3585968017578,51.1499977111816,26.5836730957031,20.2243591308594,35.579248046875,18.3932434082031,19.35302734375,17.762716293335,23.9918727874756,18.610860824585,29.870290846504677,18.2186190669178
A,79.3585968017578,51.1499977111816,26.5836730957031,20.2243591308594,35.579248046875,18.3932434082031,19.35302734375,17.762716293335,23.9918727874756,18.610860824585,26.726101380556127,17.318227856267335
A,80.15668942378117,55.06098637214075,25.743415597768955,20.209097407414376,34.580149489182695,18.44769674447866,19.316375072185807,17.8426644618695,23.693193362309373,18.657701272230923,26.547212669353023,18.443123019791376
A,79.3585968017578,51.1499977111816,26.5836730957031,20.2243591308594,35.579248046875,18.3932434082031,19.35302734375,17.762716293335,23.9918727874756,18.610860824585,28.936285301348807,18.208586081762427
A,80.5443344116211,56.9606094360352,25.3352905273438,20.2016845703125,34.094873046875,18.4741455078125,19.2985725402832,17.8814964294434,23.5481204986572,18.6804523468018,26.676666666666733,17.761666666666713
A,79.66491235097249,52.65107240676878,26.26117426554362,20.21850153605145,35.19578450520834,18.414143117268864,19.33895985285441,17.793401161829667,23.87723677953085,18.628838634491004,29.313255133850223,18.48474715444099
A,80.5443344116211,56.9606094360352,25.3352905273438,20.2016845703125,34.094873046875,18.4741455078125,19.2985725402832,17.8814964294434,23.5481204986572,18.6804523468018,26.944741253476344,18.370995236280688
A,80.35497707468475,56.03267904651485,25.53465200213882,20.205305602795278,34.33192152596245,18.46122578087868,19.30726874463912,17.862527738505932,23.61898588318333,18.669338871770982,30.511119107609915,18.2906811772818
A,80.5443344116211,56.9606094360352,25.3352905273438,20.2016845703125,34.094873046875,18.4741455078125,19.2985725402832,17.8814964294434,23.5481204986572,18.6804523468018,30.093423004085924,18.546814256749144
A,80.5443344116211,56.9606094360352,25.3352905273438,20.2016845703125,34.094873046875,18.4741455078125,19.2985725402832,17.8814964294434,23.5481204986572,18.6804523468018,30.774658767256778,18.701540987173573
