Community,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min
NORWOOD PARK,72.33299920638608,40.6272959280137,30.82984544611836,21.35201510941768,37.5870098594528,19.077427732178386,20.37539392878276,17.920376389805025,25.54738151040358,19.01334312507612
ROSELAND,74.35096823260791,41.751458443455945,30.56875004306339,21.199168951513624,37.12830923085832,19.12990175751395,20.703416607229677,18.033397696989432,25.55622819180999,19.079012764924443
SOUTH DEERING,74.4485521748977,42.32875416736885,30.519806580716,21.18838561865381,36.830561152123856,19.137053350287363,20.732791129384324,18.06630966216745,25.572115108490404,19.0859204990876
ASHBURN,73.95608954799158,41.54300543128376,30.357640239386196,21.16355837119964,37.53143791782877,19.13188652977823,20.623946834614777,17.950100031180916,25.660355537082545,18.99474118902763
AUBURN GRESHAM,74.02079567289253,41.1544365966579,30.6982304544401,21.191567915984844,37.54349055246245,19.13168616256559,20.677936145359133,17.995142833138843,25.619332198052494,19.028266877228607
BRIDGEPORT,73.45539963656454,40.67007455332529,30.554645123975067,21.310677673076743,37.44196912831275,19.156708566073696,20.524691937298574,18.055474636883574,25.6616751284435,19.08900542094788
AVONDALE,73.16856072304388,40.873089209207485,30.45161621512039,21.283989885941324,37.11525450161293,19.139547295518657,20.378421463195696,17.985608125400187,25.589865156747784,19.02882565095861
ARCHER HEIGHTS,73.01106465543639,40.81646958764426,30.72954934046489,21.361100504192816,37.50283975462364,19.219308420418407,20.6031552599899,18.03686877354266,25.668841044820027,19.0967084664647
MOUNT GREENWOOD,73.98703181859072,41.58252819984839,30.323946417557547,21.15376128186675,37.53588826069079,19.12596024362665,20.62367342497169,17.94648170069645,25.657157607229166,18.988515208194134
HYDE PARK,74.0242203868519,41.10969748757101,30.25894964044748,21.22469737659801,37.00513227982954,19.1819214976918,20.538369071266853,18.05766577287156,25.617488944313727,19.059014781605114
LOOP,74.0842590332031,41.0729866027832,29.8774658203125,21.194970703125,36.7217346191406,19.2349487304688,20.3564453125,18.041036605835,25.518684387207,19.035982131958
PULLMAN,74.34719009399412,42.08594732690363,30.57887493701693,21.216613185152077,36.86541981798538,19.140978727949427,20.71659749213685,18.0680646906508,25.543243969247733,19.10042475538049
KENWOOD,73.9263763427734,41.0107421875,30.2587829589844,21.2434326171875,36.9785705566406,19.1983581542969,20.5277690887451,18.0585517883301,25.6175899505615,19.0649242401123
WOODLAWN,74.26516266356897,41.34661922952755,30.349601092818723,21.184190031284317,37.19137977433451,19.12433987405624,20.595401131859084,18.05216398427129,25.610190056712963,19.052042349895142
LINCOLN SQUARE,73.77850655389425,41.580872352437176,30.069699533808706,21.15930147815857,36.65468506999712,19.143251132625707,20.30777621438916,17.968695167120693,25.45910946669529,18.9660442588168
NORTH PARK,73.07869503149071,41.09288962766186,30.607130846565177,21.273671877152964,37.15897984849507,19.07467659978852,20.4033127629988,17.959675284289776,25.574702022357357,19.01262474816943
WEST ENGLEWOOD,73.92430337614887,41.10078474721959,30.689670927388423,21.20681915834861,37.541108036110266,19.138217065994628,20.65737873733864,17.998129036490354,25.632846906059303,19.03332179159856
RIVERDALE,74.86882219323816,42.27822224755883,30.433262615062223,21.097133545079537,37.215846736761385,19.134559171662485,20.81839494825295,18.01558090003032,25.54396087552877,19.03326207851646
WEST LAWN,73.8111472011837,41.32174201242178,30.56840364233277,21.21618650717389,37.5001169542328,19.16563249521944,20.631232374559364,17.97184908213069,25.68300725880979,19.030770149710158
IRVING PARK,72.98849286362606,40.753216178069465,30.542375703473397,21.309496769299678,37.17826298556573,19.122991200434097,20.38121944759725,17.979929312578932,25.62660266720113,19.033792415670963
AUSTIN,72.74493716220661,40.53812311755288,30.75958171420631,21.374646686785145,37.56631984999689,19.166955657920475,20.47966587212353,17.98721678329238,25.612866518774428,19.075392714353534
BURNSIDE,74.39970427784837,41.4915742927423,30.23116438029204,21.15102658404982,37.069001983131166,19.1242328324132,20.56930486583177,18.055311373492213,25.6193220468873,19.03394927126071
