Community,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min
NORWOOD PARK,90.28006982876892,58.0992233511721,26.52494793967912,17.44030181178702,31.32079608985881,15.673493937906708,20.25056377989465,16.374804814002818,24.626806829888903,16.521805397955493
ROSELAND,86.7583236694336,56.777515411377,26.7482543945313,18.6048828125,32.9003845214844,17.1347595214844,20.2685546875,17.1175479888916,24.7027263641357,17.4262027740479
SOUTH DEERING,85.56435407409695,55.69336267234908,26.781316266377512,18.892392768490065,34.394458127426915,17.92932989557308,20.09296607175881,17.253661942757866,24.59655879822062,17.674977664516078
ASHBURN,88.37295177833464,54.51497043541263,27.23420753754211,18.237203281359093,33.44520100892521,16.901700853929754,20.290403227154663,16.940472613275407,24.82811115807313,17.17496910610118
AUBURN GRESHAM,86.11974407583075,56.10707185694736,26.786119054620134,18.74948929863578,33.55643794142893,17.460439673948443,20.180477717773293,17.17365443199314,24.65408361344701,17.51884289009169
BRIDGEPORT,81.49113003960967,57.81913379965157,25.874228720829425,19.95535897879769,36.853776024127846,19.51474197650776,19.54883695881942,17.724914324694684,23.97349610821954,18.31588246904572
AVONDALE,83.07232420271569,52.14847288017339,26.895411759686414,19.360091593168885,37.42604508152152,19.217184659128986,19.529694860557505,17.377994499228336,24.22966154393709,17.884525290357946
ARCHER HEIGHTS,86.7184219360352,53.6179084777832,27.0887390136719,18.6202941894531,34.162255859375,17.45205078125,19.9768600463867,17.0857048034668,24.6056442260742,17.4284114837646
MOUNT GREENWOOD,88.38814077276929,54.55057715646845,27.241570068359405,18.23553250925165,33.404719456722866,16.9117211914063,20.304071313958374,16.943787357531097,24.82965530877365,17.17787335767248
HYDE PARK,81.7187194824219,52.7629241943359,26.8635803222656,19.7473083496094,37.3621765136719,19.5218139648438,19.6421756744385,17.5732421875,24.3179969787598,18.1644287109375
LOOP,81.4702453613281,58.2831153869629,25.7834411621094,19.9744506835938,36.8071228027344,19.5140930175781,19.5402717590332,17.7388324737549,23.9418830871582,18.3297805786133
PULLMAN,86.7583236694336,56.777515411377,26.7482543945313,18.6048828125,32.9003845214844,17.1347595214844,20.2685546875,17.1175479888916,24.7027263641357,17.4262027740479
KENWOOD,81.7187194824219,52.7629241943359,26.8635803222656,19.7473083496094,37.3621765136719,19.5218139648438,19.6421756744385,17.5732421875,24.3179969787598,18.1644287109375
WOODLAWN,81.72083180447369,52.78987211004872,26.858986654469582,19.74807263853455,37.345168028451965,19.523772617801484,19.64227848428963,17.574232299593326,24.31662279351573,18.16530872521784
LINCOLN SQUARE,83.06406196241278,52.84520024336955,26.757835054227865,19.387610254253804,37.10193847710554,19.246316053180127,19.52198480711289,17.401116186189483,24.17457475865864,17.901990261790598
NORTH PARK,83.13409694624536,52.28651045743751,26.86941729348801,19.34449895088427,37.35015817201539,19.18394458642928,19.53059202947734,17.368661516347675,24.216993394982893,17.867545727489286
WEST ENGLEWOOD,82.55806013922373,52.94182920145625,26.905370074290754,19.55579525498664,36.89214709234344,19.178818761862846,19.7108869407803,17.48958535515047,24.380651842229053,18.036128174457016
RIVERDALE,84.83848877002399,51.9190407612265,27.465233626102407,19.03075355576597,35.99140106486941,18.611129633626724,20.021306288869734,17.29495495398046,24.760274810717164,17.79666966471243
WEST LAWN,88.29479266610666,54.20221029600355,27.195252424399108,18.24449779334792,33.747832654844835,16.83949974591531,20.193782089053308,16.916067485714958,24.82369036287876,17.154460231024476
IRVING PARK,83.08147856321067,52.244128680554425,26.871999619314803,19.35857415854746,37.394413739711794,19.209873624563517,19.52541145773024,17.37602634169747,24.214090249220703,17.87750830955546
AUSTIN,86.01841566177329,52.98386065466238,27.12197471291131,18.68418219498913,35.41184069315595,17.920292911144195,19.89049991513748,17.072806566652634,24.6049116940209,17.468565381536592
BURNSIDE,86.7583236694336,56.777515411377,26.7482543945313,18.6048828125,32.9003845214844,17.1347595214844,20.2685546875,17.1175479888916,24.7027263641357,17.4262027740479
EAST SIDE,84.33594269399025,57.001971961871256,26.38976897500831,19.186068157709727,35.10167121829499,18.450123233766327,19.95268985615555,17.388932873008855,24.383458141840563,17.870934080969388
WEST RIDGE,82.72798362209839,54.23597678548716,26.43181062071001,19.514757936995565,37.0521020211395,19.25481385489966,19.50508212832688,17.478282494787095,24.05266176522698,17.973005210590166
MONTCLARE,90.44153419521206,58.29798017229352,26.62374650377013,17.3018459200444,30.905447143129336,15.338928711788204,20.375573527106827,16.25186893582759,24.76325970161249,16.395602741307908
LOWER WEST SIDE,83.22767150096402,56.72090488350624,26.220538605705723,19.520992232628203,35.92145170612534,18.82358901574607,19.686469520776143,17.520123437588776,24.164152890660496,18.02794439109221
WEST ELSDON,87.12306013688465,53.76761530781842,27.11604462432101,18.523819588614494,34.05615965455444,17.29472031874376,20.0324555624734,17.042127477777356,24.6616212176038,17.358056442839967
NORTH CENTER,83.18824994184577,54.82721243731669,26.41678917693252,19.44370360390156,35.80570609703024,19.38778746151641,19.519340571666262,17.4692195825336,24.06475545336728,17.969572293378917
WEST TOWN,83.01066016730653,59.9704555581512,25.545145254707126,19.71516190975941,33.175238350876405,19.76169186315453,19.540932232075857,17.706914385325188,23.843879656750804,18.249702791659903
SOUTH SHORE,82.5629481084419,60.85874663988749,25.516637201020195,19.90886765682339,32.27043454719313,19.959710751157857,19.70851678487029,17.83355331493148,23.93981461741711,18.37776374889142
GRAND BOULEVARD,81.7187194824219,52.7629241943359,26.8635803222656,19.7473083496094,37.3621765136719,19.5218139648438,19.6421756744385,17.5732421875,24.3179969787598,18.1644287109375
CHATHAM,86.7583236694336,56.777515411377,26.7482543945313,18.6048828125,32.9003845214844,17.1347595214844,20.2685546875,17.1175479888916,24.7027263641357,17.4262027740479
WEST PULLMAN,86.03330295410157,53.32621938476567,27.292064785156285,18.77021300781254,34.856879902343785,17.974515263671925,20.121225938720684,17.183247324218765,24.78357919982913,17.59514585449219
HEGEWISCH,85.46207319129175,55.98318455931162,26.65938801553172,18.935970781059176,34.623973423132576,18.06000323135096,20.0395295949764,17.286937158607394,24.52324381941177,17.738039105774682
NEAR WEST SIDE,81.98426969457839,56.35655813549953,26.15946662575753,19.78697427006094,36.98489962850708,19.40670960142032,19.5591775356,17.634636261123262,24.071981156597342,18.21119937763615
UPTOWN,83.61354972742781,72.3893064667907,23.24713644679588,20.07680239134199,25.726339683049854,20.483900702754173,19.46532133561149,18.1136255143564,23.00547170035445,18.593771101553266
ENGLEWOOD,81.7187194824219,52.7629241943359,26.8635803222656,19.7473083496094,37.3621765136719,19.5218139648438,19.6421756744385,17.5732421875,24.3179969787598,18.1644287109375
PORTAGE PARK,89.61879299646138,57.50964589612236,26.55117113836885,17.609868613056737,31.89609652113641,15.988446711397746,20.169046334014524,16.461019526952985,24.57477743872281,16.63975587822926
EDGEWATER,82.1627807617188,57.5000152587891,25.712060546875,19.7666259765625,36.4825073242188,19.32216796875,19.4730815887451,17.6436176300049,23.7896118164062,18.1266899108887
WASHINGTON PARK,81.7187194824219,52.7629241943359,26.8635803222656,19.7473083496094,37.3621765136719,19.5218139648438,19.6421756744385,17.5732421875,24.3179969787598,18.1644287109375
CHICAGO LAWN,88.2944641113281,54.2010078430176,27.1950927734375,18.24453125,33.7490173339844,16.8392578125,20.1934013366699,16.9159736633301,24.8236713409424,17.1543827056885
EAST GARFIELD PARK,83.0558776855469,51.2389068603516,27.1293579101563,19.3550354003906,37.6828552246094,19.2537170410156,19.5807151794434,17.3872699737549,24.391975402832,17.9412841796875
SOUTH LAWNDALE,86.7184219360352,53.6179084777832,27.0887390136719,18.6202941894531,34.162255859375,17.45205078125,19.9768600463867,17.0857048034668,24.6056442260742,17.4284114837646
AVALON PARK,86.49056274522955,56.597468509725154,26.749497747633992,18.66549736519779,33.131989608887174,17.261056368825294,20.236229645578483,17.14186397692011,24.681452353866224,17.465248693216115
NEAR NORTH SIDE,83.10266747607339,70.39727017922411,23.65974568868036,20.1142121135506,27.53224999011052,20.382375928813232,19.494212077994607,18.079789175729715,23.19011476192068,18.604837765670275
JEFFERSON PARK,90.2542953491211,58.0215148925781,26.5199829101563,17.4398742675781,31.3615966796875,15.6752868652344,20.2316150665283,16.3720703125,24.6098403930664,16.5194320678711
CLEARING,87.06507884366592,51.86624276500522,27.531182292677624,18.56734440421892,35.32084228190684,17.8309360724164,20.06876555056094,17.071078424868414,24.82700721754263,17.44627318259564
FULLER PARK,81.7187194824219,52.7629241943359,26.8635803222656,19.7473083496094,37.3621765136719,19.5218139648438,19.6421756744385,17.5732421875,24.3179969787598,18.1644287109375
