Community,WRF_RH2_Day,WRF_RH2_Night,WRF_T2_Day,WRF_T2_Night,WRF_TSK_Day,WRF_TSK_Night,WRF_TW2_Day,WRF_TW2_Night,WRF_WBGT_Day,WRF_WBGT_Night
IRVING PARK,49.35871631826456,71.6110338609341,27.348489732131878,22.824840946737947,36.281369841536645,20.137404271513063,19.115773380115424,18.678609665893656,24.513961909075,20.045793642402337
AUSTIN,48.91914689661276,71.25048501443382,27.462974448637564,22.855888457250128,36.2703925638488,20.15421950118709,19.155721352256915,18.69216431240844,24.54315708126081,20.04199582293176
BURNSIDE,49.5035667419434,71.7593040466309,27.5947052001953,22.8713165283203,36.1847778320313,20.3207794189453,19.44970703125,18.9777345657349,24.7120876312256,20.132438659668
EAST SIDE,60.43662623955153,74.65672345529349,25.548378685563147,22.61920017352082,31.1392969336344,20.72560702740881,19.108560553837837,18.959367902845194,23.97030823962954,20.123417355469595
WEST RIDGE,52.88862928596814,73.77821584801987,26.44344732163644,22.37137490726353,35.33573737263268,19.90564892401045,18.738311539309823,18.46165767749077,24.06322777019391,19.84119446891899
MONTCLARE,46.32472064187718,69.65932969681474,28.071360316259977,22.993950299518907,36.465049142870775,20.234122841864924,19.256468849315063,18.69666185279338,24.71590748896581,20.01797739553952
LOWER WEST SIDE,53.17473417472621,73.06452848461456,26.65500344394319,22.670345849768257,35.46604297402899,20.087989236603164,19.10868384598136,18.760428188497688,24.285013965295693,20.056136730937205
WEST ELSDON,47.56217039643702,69.76018551608304,28.005780956104484,23.15742117074821,36.60780111307153,20.389733368438183,19.4879704722158,18.92380378391596,24.866002922172477,20.188171431496688
NORTH CENTER,52.63972820277792,72.48776669716861,26.757875119658387,22.70927716620541,34.78077568112826,20.21408763764064,18.99782697717392,18.64066979442808,24.30456249119816,20.00538640174072
WEST TOWN,64.84883490834416,75.5597797585234,24.44430055653306,22.18626233477928,28.52029409980541,20.16743938768215,18.39079900622513,18.32873005440942,23.38773875102272,19.7643975053598
SOUTH SHORE,60.10097547083193,75.06513022509489,25.535142054702312,22.489777333808647,31.42476470253682,20.53281948205198,19.017383539676693,18.82998092608021,23.930489396687737,20.032685623024456
GRAND BOULEVARD,55.4849376678467,74.2774887084961,26.1630950927735,22.5039459228516,35.0210205078125,19.9805236816406,19.02490234375,18.74365234375,24.0979261398315,20.0226964950562
CHATHAM,49.5035667419434,71.7593040466309,27.5947052001953,22.8713165283203,36.1847778320313,20.3207794189453,19.44970703125,18.9777345657349,24.7120876312256,20.132438659668
WEST PULLMAN,48.78891361694342,70.96265109741215,27.779544653320308,23.05111316894536,36.20153626953126,20.410633168945303,19.53088071289065,19.023211406555184,24.799942880249027,20.213752419433572
HEGEWISCH,51.25549004189227,71.9131834131628,27.291776781775944,22.964655796842138,35.42479639374348,20.544300834001323,19.45919461162289,19.051403802173827,24.595709997875044,20.225737255688724
NEAR WEST SIDE,70.63483113738619,76.8716349098761,23.1242418192201,21.752529584707837,24.787294178256232,19.52593731865923,17.779786810679983,17.88313910768609,22.732716055857672,19.47810286810009
UPTOWN,82.7856842717038,80.67651618281495,21.29456752342516,21.607167188427105,20.869602328916137,20.869602328916137,17.869418494309066,18.25044851665258,22.35035523281825,19.60560217990153
ENGLEWOOD,52.46480525353547,73.30270268160085,26.85503161965212,22.6723546591286,35.6501373811716,20.112302959000708,19.19883064381803,18.84311213868311,24.35877791427365,20.086378143873716
PORTAGE PARK,47.63538503537228,70.28663697078309,27.732736504214945,22.933089648718184,36.41712527220278,20.181442821984977,19.15978414601293,18.675141803697606,24.63570002194113,20.016099746747944
EDGEWATER,82.3873405456543,80.8860855102539,21.2861114501953,21.5330596923828,20.7595458984375,20.7595458984375,17.79150390625,18.1662111282349,22.3076572418213,19.5516834259033
WASHINGTON PARK,54.280482657978055,73.88873558360648,26.43904538301933,22.571108788013834,35.27191777520368,20.033078400785072,19.094266458840515,18.78331777289477,24.2019560906612,20.048093289114465
CHICAGO LAWN,47.2609481811523,69.747917175293,28.1046081542969,23.1530548095703,36.6670928955078,20.4296203613281,19.53173828125,18.9534177780151,24.8921642303467,20.1828680038452
EAST GARFIELD PARK,49.31618309021,71.420337677002,27.374398803711,22.8404327392578,36.2169738769531,20.1429992675781,19.15087890625,18.6979494094849,24.5172958374023,20.0446100234985
SOUTH LAWNDALE,48.53287569588025,70.60378210523487,27.651690183206327,23.00999478365474,36.36369510826936,20.305750745775164,19.28652168375205,18.800671819154232,24.668197196259,20.126454741319492
AVALON PARK,49.63263270048882,71.82799343888409,27.562151261124605,22.863420887656968,36.16195969458252,20.31174825758512,19.438422908323563,18.97244283283111,24.695973500941733,20.13122850821342
NEAR NORTH SIDE,81.57072259556448,79.91208356492065,21.344854504074878,21.526743608839997,20.311084431400072,20.311084431400072,17.66171582865051,18.004043433553036,22.21358932527893,19.493869638286878
JEFFERSON PARK,47.4678573608398,70.1578903198242,27.7700897216797,22.9436126708985,36.430322265625,20.1857238769531,19.1640625,18.6748046875,24.6475343704224,20.0132131576538
CLEARING,46.74018261087815,69.19507024133746,28.27003322218837,23.1459928199477,36.86062968947135,20.4471252928821,19.614492829330448,18.89466774558852,25.00931876384801,20.138117147105515
FULLER PARK,55.4849376678467,74.2774887084961,26.1630950927735,22.5039459228516,35.0210205078125,19.9805236816406,19.02490234375,18.74365234375,24.0979261398315,20.0226964950562
LOGAN SQUARE,52.15375856435074,72.34967808456894,26.849946196182923,22.730645751953183,34.983672413322545,20.21354472474282,19.02303422607991,18.651016503683504,24.33674025742907,20.01555839858441
HERMOSA,49.3607025146484,71.6125602722168,27.348046875,22.8247161865235,36.2812133789063,20.137353515625,19.11572265625,18.6786136627197,24.5138216018677,20.0458278656006
NORTH LAWNDALE,48.91285422793978,70.99771899484394,27.51673194629524,22.929050650143783,36.29044566021289,20.23052146528018,19.219494256893373,18.750867088413774,24.5942570457245,20.087666810557806
BELMONT CRAGIN,48.60524986415443,71.08626312482757,27.523114740613337,22.86910238508711,36.33282123464229,20.15939941580785,19.14404541388696,18.68054433560281,24.56541926962397,20.03630526010604
ALBANY PARK,49.61379310964595,71.83128898217595,27.23427815903441,22.754605877059287,36.183513844715335,20.08306283678657,19.017579959389952,18.621337569838374,24.43128105851471,20.00339737471193
HUMBOLDT PARK,49.34199412856499,71.53178262132404,27.35912073910734,22.831320749366853,36.25421802980854,20.139726028491054,19.130496357989,18.686739118523708,24.51528157895739,20.045316092132687
GAGE PARK,47.591834668941495,69.76139369856726,27.99604848356669,23.157851168674203,36.601962076299934,20.385805309462352,19.483660231641775,18.920887406748783,24.863426564469165,20.188693711445104
LINCOLN PARK,81.3437767679966,80.05324076927914,21.64433355426382,21.747522732339903,21.423169605152022,21.00981330708792,18.054354430262453,18.362600675178584,22.486076477072466,19.699214480849072
MORGAN PARK,48.93291681349935,71.05502053407527,27.742600394867285,22.9905877857418,36.2501020913596,20.37376260338249,19.50401141715575,19.004601365589863,24.772790620287683,20.171378317442592
FOREST GLEN,48.50346053150334,70.97383387122355,27.486744313844504,22.80823344915689,36.26513561732333,20.10266753183283,19.04601281159361,18.610170007759432,24.50981348635448,19.969324514563667
LAKE VIEW,82.93032906645091,80.57340002572664,21.305641223538338,21.642504915627093,20.921959136634747,20.921959136634747,17.908048383651266,18.289731543551238,22.37138836870915,19.631425160233743
WASHINGTON HEIGHTS,49.5035667419434,71.7593040466309,27.5947052001953,22.8713165283203,36.1847778320313,20.3207794189453,19.44970703125,18.9777345657349,24.7120876312256,20.132438659668
EDISON PARK,47.27775467296182,69.70319627440423,27.789379510196284,22.928034771439066,36.4650033375329,20.182258237960024,19.100430124823674,18.585079236420345,24.590047593795216,19.94654677686491
CALUMET HEIGHTS,50.33915501369793,72.01567803158129,27.39481345984586,22.875982257818706,36.025660754161315,20.30064724478753,19.39425663067277,18.99022429460176,24.613917345909563,20.15904965066608
GARFIELD RIDGE,46.91401620116955,69.2139954455766,28.18802369669085,23.179824017698795,36.79421158920699,20.435524968761,19.54981908974589,18.88888669224856,24.967973069574665,20.164842105365544
GREATER GRAND CROSSING,51.69699906702775,72.98775927902767,27.037936507720804,22.719034330473267,35.800686636645,20.154859807622888,19.25222555919403,18.87263592630484,24.43623664741482,20.10069687022592
OHARE,45.389485035596415,68.30632819790378,28.32617818386034,23.0939853560052,36.71138930092714,20.310549385629358,19.252354608245994,18.611620879607116,24.827380119498063,19.969111255140465
SOUTH CHICAGO,52.37387646135075,72.61559811327834,26.96195277412664,22.853460814169058,35.3270463375545,20.31729091834699,19.295976294092387,19.000806216898155,24.42657448773541,20.185701895170485
DUNNING,47.06542936893645,69.9823778487159,27.876148531956115,22.961333447833443,36.44254745902774,20.202762169868173,19.19659308096824,18.682499248432045,24.67160433190572,20.01489035221286
ARMOUR SQUARE,55.4849376678467,74.2774887084961,26.1630950927735,22.5039459228516,35.0210205078125,19.9805236816406,19.02490234375,18.74365234375,24.0979261398315,20.0226964950562
MCKINLEY PARK,52.75289118250862,72.81763252508445,26.7537789141546,22.706450090252037,35.55105129304482,20.109588573018037,19.13422346662304,18.77053984892172,24.32701631843063,20.065615001272008
ROGERS PARK,63.2734066813232,77.32113087440885,24.49584332777768,21.85145780483689,31.022869389414527,20.000206601004678,18.35541118685092,18.303489300777056,23.36008572578429,19.65676314590602
WEST GARFIELD PARK,49.31618309021,71.420337677002,27.374398803711,22.8404327392578,36.2169738769531,20.1429992675781,19.15087890625,18.6979494094849,24.5172958374023,20.0446100234985
NEW CITY,54.34763668754128,73.62102368265957,26.426164293701184,22.599219033586213,35.248852529799656,20.038042672081787,19.090060523089043,18.768368974178436,24.208335162600733,20.04703275438733
BRIGHTON PARK,47.82798011534686,69.92108726972802,27.911924778845645,23.131131216486004,36.54558101195287,20.362851740225917,19.43807378043063,18.89250130983318,24.82173285963511,20.178142221205736
BEVERLY,48.77242960354437,70.92299185559715,27.76938515220973,23.012662654168707,36.291578398646,20.375964520224912,19.49293208172732,19.00235701852396,24.775025722756727,20.176407929785952
OAKLAND,55.4849376678467,74.2774887084961,26.1630950927735,22.5039459228516,35.0210205078125,19.9805236816406,19.02490234375,18.74365234375,24.0979261398315,20.0226964950562
NEAR SOUTH SIDE,63.19417245642059,75.83325867169323,24.61909050800686,22.1165916707305,30.19622470527619,19.750898924841017,18.43943170589108,18.35590474688195,23.420021526008544,19.770655166812087
DOUGLAS,55.4849376678467,74.2774887084961,26.1630950927735,22.5039459228516,35.0210205078125,19.9805236816406,19.02490234375,18.74365234375,24.0979261398315,20.0226964950562
