Community,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min
NORWOOD PARK,73.266151334081,41.46127246866496,30.7944699794897,21.21137018277284,36.65141028083072,18.9825484013496,20.501820465715483,17.921876757310418,25.46218812055024,18.980954202097905
ROSELAND,74.59845057547602,42.25736990540184,30.64821837632476,21.18997977284584,36.65663076348723,19.195232026036432,20.637544894824007,18.04391278709207,25.55136806204533,19.08745521032237
SOUTH DEERING,74.34081618882533,42.59239401052331,30.45928571548548,21.263566555157208,36.67658825399827,19.221496949145667,20.58561100140112,18.07304868615607,25.52269126083258,19.135894381514102
ASHBURN,74.24795155106852,42.30116404514965,30.773181346940397,21.182249610124977,37.14048039909295,19.149295526175603,20.6649816485097,18.01418658703296,25.52865562856211,19.040953701641584
AUBURN GRESHAM,74.35057110319677,42.21106278346568,30.791748617093376,21.17593981973545,36.99774684571187,19.14235806248082,20.671007832825342,18.023409522526748,25.50608896279893,19.046471230581524
BRIDGEPORT,74.06022574983791,42.107795982525225,30.685628377980187,21.187440688034624,36.80136136022104,19.066912368248296,20.545732931844125,18.043767339196723,25.520935697802148,19.04400540631391
AVONDALE,73.63792135346488,41.837343861891966,30.68690660303492,21.187445043959265,36.94404112828389,18.979054742156272,20.490833833651955,17.97264641914822,25.54931605440904,18.99932749349007
ARCHER HEIGHTS,73.21342425543939,41.83812496616751,30.77159658263274,21.29709393372063,36.69123870747092,19.142222179998075,20.60538958542024,17.99679237997947,25.579065980729737,19.05255103671939
MOUNT GREENWOOD,74.1900040443822,42.44234934274777,30.73584179687505,21.183527369449,37.29484918534125,19.163858899568257,20.659937618857946,18.003956196032096,25.56110079313581,19.035258340935908
HYDE PARK,74.7674831542969,42.690117345636544,29.90440711558951,21.100850474964517,36.72783620383523,19.20030490944601,20.3734895782471,18.057790718772168,25.417814318570205,19.024431008078857
LOOP,75.0014877319336,42.6019973754883,29.7790466308594,21.0408569335938,36.4038024902344,19.0961547851563,20.3462543487549,18.0394439697266,25.3766460418701,18.9944286346436
PULLMAN,74.58311543566117,42.26736498081937,30.57713204241814,21.185144594882384,36.689383437785686,19.19133958207798,20.61201172991001,18.046667141610023,25.548950996804717,19.08228719488103
KENWOOD,74.82273130183775,42.77139918279697,29.86548765468294,21.08920015016856,36.69559094614482,19.205558227149872,20.356661639482155,18.055823004841137,25.387673674937105,19.01872148219889
WOODLAWN,74.3047514942395,42.29500217874698,30.301799428266147,21.18938496203012,36.898658823166734,19.164498356700783,20.491128344324977,18.058592016416203,25.556864399572103,19.063817945387918
