Community,WRF_RH2_max,WRF_RH2_min,WRF_T2_max,WRF_T2_min,WRF_TSK_max,WRF_TSK_min,WRF_TW2_max,WRF_TW2_min,WRF_WBGT_max,WRF_WBGT_min
NORWOOD PARK,89.63330136375137,57.03569773401883,26.55482734739017,17.75022721866719,32.40757256436782,16.19724975429035,20.10602417727668,16.568557805941474,24.50492505120128,16.749963743214767
ROSELAND,86.73133179385594,55.83751030273294,26.912261256651338,18.630511599493182,33.07867241156962,17.063046966581446,20.20315837590958,17.13856239982742,24.672953053453817,17.383217461245973
SOUTH DEERING,84.39347960958138,55.53176300739154,26.75634020070992,19.214133607579463,35.000067841088324,18.329772816879405,20.0023771327963,17.406158798593165,24.45590592106677,17.80846474161486
ASHBURN,87.80344557235044,53.81545238215227,27.316782756092564,18.368143243503397,34.223570169436,17.108544850854397,20.224627097762134,16.99873209787519,24.851864530897632,17.241037193442203
AUBURN GRESHAM,86.02528683481665,55.08616759400394,26.985179505466,18.784127276442455,33.762789242354835,17.41887302551905,20.13301877626452,17.20454961407295,24.65797304631842,17.488754603877663
BRIDGEPORT,81.96652712493106,52.22309095284039,27.056705981287458,19.784128925718157,37.37954242969384,19.5298369637851,19.668008925585912,17.68470949962224,24.37429764969595,18.193817611398345
AVONDALE,82.8147934325963,51.60050244551942,27.076328990855693,19.46257850912765,37.29066863438529,19.300211033148525,19.606661032432108,17.47428740561863,24.285282210170852,17.99259339598915
ARCHER HEIGHTS,86.5777053833008,53.3401565551758,27.17177734375,18.7003723144531,34.4094787597656,17.46572265625,20.0739860534668,17.1834659576416,24.6837005615234,17.4332275390625
MOUNT GREENWOOD,88.14885375976564,53.94682509572879,27.3118893914474,18.314187332956436,33.9321011513158,16.991290347450676,20.24615693343313,16.98288154602051,24.84805087039349,17.21040100097658
HYDE PARK,81.28162360174008,56.24896703269268,26.32316918945312,20.025678844105148,36.96162417879969,19.6538907803622,19.67834281227804,17.838808951637994,24.149549681230056,18.351091694224927
LOOP,81.9036483764648,57.7187194824219,25.9710021972656,19.9941650390625,36.8083129882813,19.5424133300781,19.6109676361084,17.867166519165,23.9959926605225,18.3693561553955
